"#client_address";"client_country";"lon";"lat";"client_provider";"mlabservername";"connect_time";"download_speed";"neubot_version";"platform";"remote_address";"test_name";"timestamp";"upload_speed";"latency";"uuid";"asnum";"region";"city";"hour";"month";"year";"weekday";"day";"filedate"
"97.126.60.235";"US";-122.246000;47.258500;"AS209 NOVARTIS-DMZ-US";"mlab1-lga01";0.135076;164270.495699;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329005380;83498.408669;-1.000000;"8e65a2a9-47d4-4adc-a937-76425a1f5bfe";209;"WA";"Pacific";0;2;2012;6;12;"20120212"
"71.181.42.195";"US";-71.411900;42.761800;"AS13672 FAIRPOINT COMMUNICATIONS, INC.";"mlab1-lga01";0.097970;2790028.761750;"0.004005999";"win32";"74.63.50.18";"speedtest";1329006576;632768.976453;0.106952;"67dea5dc-7b47-465c-9e7a-9c5e0d89a4c3";13672;"NH";"Hudson";0;2;2012;6;12;"20120212"
"173.59.8.199";"US";-75.538500;40.124600;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.019108;2478612.142483;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329009517;674737.002982;-1.000000;"3ea57686-952a-4a10-836c-7b49dc0ae494";701;"PA";"Phoenixville";1;2;2012;6;12;"20120212"
"71.167.145.81";"US";-73.525100;40.768400;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.008872;3617859.890684;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329012303;2883918.224204;-1.000000;"c49379d3-a315-4b3a-924a-30dc3b4003f1";701;"NY";"Hicksville";2;2;2012;6;12;"20120212"
"76.171.137.182";"US";-117.197300;33.709200;"AS20001 Time Warner Cable Internet LLC";"mlab1-lga01";0.087021;2876185.811127;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329012325;488857.607067;-1.000000;"e3335f99-597d-47fc-8216-4aa5df6028ac";20001;"CA";"Sun City";2;2;2012;6;12;"20120212"
"66.31.202.11";"US";-71.102800;42.364600;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.020433;1981748.358970;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329012794;380797.727908;0.022506;"15eb85bd-e3cb-4d25-862c-2c4eba8ab47b";7922;"MA";"Cambridge";2;2;2012;6;12;"20120212"
"96.241.18.235";"US";-77.295300;38.903900;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.020662;3396021.426660;"0.004006999";"win32";"74.63.50.18";"speedtest";1329012932;2809040.195410;0.020632;"0720901b-72b5-4b85-bdda-a299e4446ebb";701;"VA";"Vienna";2;2;2012;6;12;"20120212"
"71.181.42.195";"US";-71.411900;42.761800;"AS13672 FAIRPOINT COMMUNICATIONS, INC.";"mlab1-lga01";0.230711;2541426.641930;"0.004005999";"win32";"74.63.50.18";"bittorrent";1329013594;121236.526454;-1.000000;"67dea5dc-7b47-465c-9e7a-9c5e0d89a4c3";13672;"NH";"Hudson";2;2;2012;6;12;"20120212"
"72.191.27.234";"US";-98.399400;29.583400;"AS11427 Time Warner Cable Internet LLC";"mlab1-lga01";0.059369;2197757.097744;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329014809;215754.903486;-1.000000;"351a57e0-1f63-482f-83e3-692af014fab4";11427;"TX";"San Antonio";2;2;2012;6;12;"20120212"
"207.231.92.41";"US";-121.370600;38.784300;"AS14051 Roseville Telephone Company";"mlab1-lga01";0.082923;2883423.062664;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329014957;2318916.915559;-1.000000;"cb121e1a-4701-4c5a-91b5-29c9df2b10c0";14051;"CA";"Roseville";2;2;2012;6;12;"20120212"
"75.128.154.71";"US";-84.187400;42.996500;"AS20115 Charter Communications";"mlab1-lga01";0.043408;16713.644352;"0.004006999";"win32";"74.63.50.18";"speedtest";1329015709;38766.975054;0.070285;"ebd1df52-ee5c-4fdf-8b99-544bc29b9314";20115;"MI";"Owosso";3;2;2012;6;12;"20120212"
"76.25.165.101";"US";-104.821400;38.833900;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.060830;2388796.593771;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329018051;234668.084636;-1.000000;"e83583f7-4c54-4291-a929-2fd12fd286f5";7922;"CO";"Colorado Springs";3;2;2012;6;12;"20120212"
"96.241.18.235";"US";-77.295300;38.903900;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.020841;2438165.652770;"0.004006999";"win32";"74.63.50.18";"speedtest";1329018944;2202930.677400;0.034258;"0720901b-72b5-4b85-bdda-a299e4446ebb";701;"VA";"Vienna";3;2;2012;6;12;"20120212"
"75.128.154.71";"US";-84.187400;42.996500;"AS20115 Charter Communications";"mlab1-lga01";0.040184;31691.631319;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329020047;95975.504109;-1.000000;"ebd1df52-ee5c-4fdf-8b99-544bc29b9314";20115;"MI";"Owosso";4;2;2012;6;12;"20120212"
"134.114.203.22";"US";-112.052400;35.630800;"AS21582 Northern Arizona University";"mlab1-lga01";0.154401;711456.110473;"0.004006999";"win32";"74.63.50.18";"speedtest";1329020060;146122.268969;0.157403;"f47af169-9ea3-4174-b964-5393ad977b7c";21582;"AZ";"Flagstaff";4;2;2012;6;12;"20120212"
"24.236.33.215";"US";-104.287500;32.299500;"AS11788 Baja Broadband";"mlab1-lga01";0.084429;1244505.262328;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329020589;134158.237170;-1.000000;"4ce122d6-6898-448d-b8e4-be6e47736161";11788;"NM";"Carlsbad";4;2;2012;6;12;"20120212"
"108.20.233.197";"US";-71.259000;42.403000;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.018599;3203972.880142;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329024859;3159520.764280;-1.000000;"ecca6a63-f2be-4812-bd3f-1ac690ab31cd";701;"MA";"Waltham";5;2;2012;6;12;"20120212"
"98.210.225.195";"US";-122.566300;37.895900;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.475782;2683024.818700;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329028431;111077.955469;-1.000000;"3c1d11df-3892-46cc-9961-7c6944bbb9b0";7922;"CA";"Mill Valley";6;2;2012;6;12;"20120212"
"50.12.211.162";"US";-93.263800;44.980000;"AS16586 CLEARWIRE - CLEAR WIRELESS LLC";"mlab1-lga01";0.103895;251521.519666;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329029478;138546.444221;0.103871;"3955a411-3e83-4a8e-aa8e-165233e306e9";16586;"MN";"Minneapolis";6;2;2012;6;12;"20120212"
"76.25.165.101";"US";-104.821400;38.833900;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.059963;1607206.414392;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329030513;517805.926018;-1.000000;"e83583f7-4c54-4291-a929-2fd12fd286f5";7922;"CO";"Colorado Springs";7;2;2012;6;12;"20120212"
"76.10.12.242";"US";-88.242600;40.112500;"AS46925 PAVLOV MEDIA INC";"mlab1-lga01";0.029532;1760980.681600;"0.004006999";"win32";"74.63.50.18";"speedtest";1329033307;1629527.359980;0.029873;"b2c93218-2fa2-4a04-be8b-f4553cb22e1a";46925;"IL";"Champaign";7;2;2012;6;12;"20120212"
"173.46.247.143";"US";-85.555600;42.197500;"AS10796 Time Warner Cable Internet LLC";"mlab1-lga01";0.047852;683842.700393;"0.004006999";"win32";"74.63.50.18";"speedtest";1329036061;93084.570676;0.047361;"3ddc04d9-7784-4727-a298-2bf98e78d840";10796;"MI";"Portage";8;2;2012;6;12;"20120212"
"216.137.130.21";"US";-82.124700;41.254600;"AS19009 OneCleveland";"mlab1-lga01";0.026245;604685.581700;"0.004006999";"win32";"74.63.50.18";"speedtest";1329039858;79377.772279;0.027015;"5f06222e-2f4b-4be6-99cf-45d6d98b7386";19009;"OH";"Lagrange";9;2;2012;6;12;"20120212"
"76.25.165.101";"US";-104.821400;38.833900;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.060149;2546504.026104;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329042987;344178.418126;-1.000000;"e83583f7-4c54-4291-a929-2fd12fd286f5";7922;"CO";"Colorado Springs";10;2;2012;6;12;"20120212"
"50.12.211.162";"US";-93.263800;44.980000;"AS16586 CLEARWIRE - CLEAR WIRELESS LLC";"mlab1-lga01";0.103182;274588.901007;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329043555;123721.796901;-1.000000;"3955a411-3e83-4a8e-aa8e-165233e306e9";16586;"MN";"Minneapolis";10;2;2012;6;12;"20120212"
"74.103.164.26";"US";-75.041300;40.376500;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.020098;2544717.473747;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329044703;668909.785874;-1.000000;"4eec0d76-fa70-4b4c-91f9-8cb1b74b0682";701;"PA";"Carversville";11;2;2012;6;12;"20120212"
"24.236.33.215";"US";-104.287500;32.299500;"AS11788 Baja Broadband";"mlab1-lga01";0.083263;989125.757925;"0.004006999";"win32";"74.63.50.18";"speedtest";1329045054;126793.398190;0.084528;"4ce122d6-6898-448d-b8e4-be6e47736161";11788;"NM";"Carlsbad";11;2;2012;6;12;"20120212"
"216.137.130.21";"US";-82.124700;41.254600;"AS19009 OneCleveland";"mlab1-lga01";0.026185;597957.787273;"0.004006999";"win32";"74.63.50.18";"speedtest";1329046047;71105.516116;0.029659;"5f06222e-2f4b-4be6-99cf-45d6d98b7386";19009;"OH";"Lagrange";11;2;2012;6;12;"20120212"
"99.95.202.230";"US";-80.005700;32.987800;"AS7018 AT&T Services, Inc.";"mlab1-lga01";0.048239;2310081.435958;"0.004006999";"linux2";"74.63.50.18";"bittorrent";1329048691;360018.472125;-1.000000;"ee11ad40-d1ec-4932-98a1-969247788d26";7018;"SC";"Goose Creek";12;2;2012;6;12;"20120212"
"76.25.165.101";"US";-104.821400;38.833900;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.058420;2869286.322887;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329049213;524316.562395;-1.000000;"e83583f7-4c54-4291-a929-2fd12fd286f5";7922;"CO";"Colorado Springs";12;2;2012;6;12;"20120212"
"72.191.27.234";"US";-98.399400;29.583400;"AS11427 Time Warner Cable Internet LLC";"mlab1-lga01";0.060384;2320400.765568;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329050305;211560.543095;-1.000000;"351a57e0-1f63-482f-83e3-692af014fab4";11427;"TX";"San Antonio";12;2;2012;6;12;"20120212"
"67.173.232.126";"US";-105.107600;40.015300;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.067587;954611.605196;"0.004006999";"linux2";"74.63.50.18";"bittorrent";1329050483;129701.781118;-1.000000;"dff80687-d296-453c-b8ca-2bafba7b4d03";7922;"CO";"Lafayette";12;2;2012;6;12;"20120212"
"97.90.132.184";"US";-118.127000;34.095300;"AS20115 Charter Communications";"mlab1-lga01";0.096890;1817420.120010;"0.004006999";"win32";"74.63.50.18";"speedtest";1329053695;309198.711119;0.095956;"e45fbf7b-32b0-42ba-a1a3-0ed85736785d";20115;"CA";"Alhambra";13;2;2012;6;12;"20120212"
"132.161.219.98";"US";-92.717600;41.721700;"AS22949 Grinnell College";"mlab1-lga01";0.045391;1469770.868608;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329054763;475282.838977;-1.000000;"de23301c-c09c-4e47-aa2b-90a625720856";22949;"IA";"Grinnell";13;2;2012;6;12;"20120212"
"74.103.164.26";"US";-75.041300;40.376500;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.019289;2474781.808580;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329055241;661978.416951;0.020037;"4eec0d76-fa70-4b4c-91f9-8cb1b74b0682";701;"PA";"Carversville";14;2;2012;6;12;"20120212"
"173.59.8.199";"US";-75.538500;40.124600;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.018978;2484396.535000;"0.004006999";"win32";"74.63.50.18";"speedtest";1329056335;626305.754971;0.020143;"3ea57686-952a-4a10-836c-7b49dc0ae494";701;"PA";"Phoenixville";14;2;2012;6;12;"20120212"
"99.95.202.230";"US";-80.005700;32.987800;"AS7018 AT&T Services, Inc.";"mlab1-lga01";0.049367;2606131.336071;"0.004006999";"linux2";"74.63.50.18";"bittorrent";1329057386;362503.887803;-1.000000;"ee11ad40-d1ec-4932-98a1-969247788d26";7018;"SC";"Goose Creek";14;2;2012;6;12;"20120212"
"67.174.49.70";"US";-121.494400;38.581600;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.091485;2424137.869489;"0.004006999";"win32";"74.63.50.18";"bittorrent";1329058922;468600.462664;-1.000000;"49147ea5-74d5-482b-a6a6-d0b16faa5dfe";7922;"CA";"Sacramento";15;2;2012;6;12;"20120212"
"99.130.96.199";"US";-117.490800;33.932900;"AS7018 AT&T Services, Inc.";"mlab1-lga01";0.101670;1195024.145390;"0.004006999";"linux2";"74.63.50.18";"speedtest";1329057519;175246.149596;0.102053;"0a3b2944-23c0-4116-a068-0d5627c0dec9";7018;"CA";"Riverside";14;2;2012;6;12;"20120212"
"67.173.232.126";"US";-105.107600;40.015300;"AS7922 Comcast Cable Communications, Inc.";"mlab1-lga01";0.070912;932996.559879;"0.004006999";"linux2";"74.63.50.18";"bittorrent";1329060140;118526.765344;-1.000000;"dff80687-d296-453c-b8ca-2bafba7b4d03";7922;"CO";"Lafayette";15;2;2012;6;12;"20120212"
"72.181.251.247";"US";-96.771500;32.833900;"AS11427 Time Warner Cable Internet LLC";"mlab1-lga01";0.050324;2969159.811680;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329060553;213017.522435;0.057742;"ec56ca67-ca5b-4ee7-a615-8743ebac3e8a";11427;"TX";"Dallas";15;2;2012;6;12;"20120212"
"72.191.27.234";"US";-98.399400;29.583400;"AS11427 Time Warner Cable Internet LLC";"mlab1-lga01";0.073464;874839.249846;"0.004006999";"win32";"74.63.50.18";"speedtest";1329060659;222363.021683;0.064051;"351a57e0-1f63-482f-83e3-692af014fab4";11427;"TX";"San Antonio";15;2;2012;6;12;"20120212"
"24.189.14.97";"US";-74.705000;40.591800;"AS6128 Cablevision Systems Corp.";"mlab1-lga01";0.037718;1132134.624230;"0.004006999";"win32";"74.63.50.18";"speedtest";1329060962;218862.138285;0.015328;"93f89967-7212-41cb-b673-901da837cce2";6128;"NJ";"Somerville";15;2;2012;6;12;"20120212"
"74.103.164.26";"US";-75.041300;40.376500;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.019402;2465830.581930;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329061263;650058.763866;0.022206;"4eec0d76-fa70-4b4c-91f9-8cb1b74b0682";701;"PA";"Carversville";15;2;2012;6;12;"20120212"
"65.29.223.12";"US";-84.529800;39.195900;"AS10796 Time Warner Cable Internet LLC";"mlab1-lga01";0.037588;6123653.144550;"0.004006999";"darwin";"74.63.50.18";"speedtest";1329062423;620207.077439;0.040486;"a631d0d5-ea06-404a-9e7f-da52f00d5f01";10796;"OH";"Cincinnati";16;2;2012;6;12;"20120212"
"74.103.164.26";"US";-75.041300;40.376500;"AS701 MCI Communications Services, Inc. d/b/a Verizon Business";"mlab1-lga01";0.021035;2532806.117746;"0.004006999";"darwin";"74.63.50.18";"bittorrent";1329062768;654631.480358;-1.000000;"4eec0d76-fa70-4b4c-91f9-8cb1b74b0682";701;"PA";"Carversville";16;2;2012;6;12;"20120212"
